Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
662361;Zădăreni;Zadareni;Gaderlach,Sadarlach,Saderlach,Saderlak,Szaderlak,Zadareni,Zadarlac,Zaderlach,Zadorlak,Zadărlac,Zádorlak,Zădăreni;P;PPLA2;RO;Romania;;02;12938;;;2032;;110;Europe/Bucharest;2013-04-20;Romania;46.13274, 21.21821
662366;Zăbrani;Zabrani;Gutenbrunn,Guttenbrunn,Guttennbrunn,Temeshidegkut,Temeshidegkút,Zabrani,Zabrany,Zábrány,Zăbrani;P;PPLA2;RO;Romania;;02;12778;;;4392;;157;Europe/Bucharest;2012-06-12;Romania;46.06667, 21.55
662651;Viziru;Viziru;Viziru,Vizirul;P;PPLA2;RO;Romania;;08;44505;;;6305;;15;Europe/Bucharest;2012-06-12;Romania;45.01667, 27.7
662715;Vârvoru de Jos;Varvoru de Jos;Ruptura,Virvoru de Jos,Vîrvoru de Jos;P;PPLA2;RO;Romania;;17;74750;;;0;;111;Europe/Bucharest;2012-06-12;Romania;44.24415, 23.6079
662850;Vima Mică;Vima Mica;;P;PPLA2;RO;Romania;;25;109425;;;1621;;459;Europe/Bucharest;2012-06-12;Romania;47.4, 23.71667
662948;Viforâta;Viforata;Viforata,Viforita,Viforâta,Viforîta;P;PPL;RO;Romania;;16;65379;;;2109;;302;Europe/Bucharest;2013-04-20;Romania;44.96011, 25.45796
663078;Vela;Vela;Vela,Vella;P;PPLA2;RO;Romania;;17;74616;;;2211;;191;Europe/Bucharest;2012-06-12;Romania;44.28333, 23.41667
663118;Vaslui;Vaslui;Vasloui,Vaslui,Vasluiul,Vasluj,Vaslujus,Vaszlo,Vászló,baseullu-i,faslwy,vuasurui,wa si lu yi,waslwy,waslwyy,wslwy,wzlw,Βασλούι,Васлуй,Васлуј,וסלוי,فاسلوي,واسلوئی,واسلوی,وزلو,ヴァスルイ,瓦斯盧伊,바슬루이;P;PPLA;RO;Romania;;38;161945;;;69225;;96;Europe/Bucharest;2016-02-07;Romania;46.63333, 27.73333
663267;Văleni;Valeni;;P;PPLX;RO;Romania;;28;120726;;;1259;;306;Europe/Bucharest;2013-04-20;Romania;46.90291, 26.38945
663355;Valea Târsei;Valea Tarsei;Valea Tars,Valea Tarsei,Valea Tirsei,Valea Târsei,Valea Tîrsei;P;PPLX;RO;Romania;;30;131103;;;1256;;493;Europe/Bucharest;2013-04-20;Romania;45.17711, 25.63323
663388;Valea Șoșii;Valea Sosii;Valea Sosei,Valea Sosii,Valea Şoşei;P;PPL;RO;Romania;;04;24631;;;1162;;409;Europe/Bucharest;2013-04-20;Romania;46.4618, 26.54992
663421;Valea Seacă;Valea Seaca;Cotu din Jos,Cotu din Sus,Valea Seaca,Valea Seacă,Velea Seaca;P;PPL;RO;Romania;;28;121242;;;1530;;440;Europe/Bucharest;2013-04-20;Romania;47.13944, 26.29956
663593;Valea Mărului;Valea Marului;Puteni,Puţeni,Valea Marului,Valea Mărului;P;PPLA2;RO;Romania;;18;77475;;;2335;;107;Europe/Bucharest;2013-04-20;Romania;45.83866, 27.69138
664170;Urecheşti;Urechesti;;P;PPLA2;RO;Romania;;40;178279;;;5855;;164;Europe/Bucharest;2012-06-12;Romania;45.6, 27.06667
664202;General Berthelot;General Berthelot;Alsofarkadin,Alsófarkadin,Farcadinul de Jos,Fărcădinul de Jos,Unirea;P;PPLA2;RO;Romania;;21;91731;;;239;;368;Europe/Bucharest;2015-12-04;Romania;45.61667, 22.88333
664311;Ulmeni;Ulmeni;Ulmeni;P;PPLA2;RO;Romania;;25;109265;;;7047;;168;Europe/Bucharest;2012-06-12;Romania;47.46667, 23.3
664329;Ulieşti;Uliesti;Uliesti,Ulieşti;P;PPLA2;RO;Romania;;16;68976;;;4494;;142;Europe/Bucharest;2012-06-12;Romania;44.58333, 25.41667
664404;Tutova;Tutova;Dragalina,Tutova;P;PPLA2;RO;Romania;;38;166529;;;5619;;54;Europe/Bucharest;2012-06-12;Romania;46.11667, 27.55
664475;Turceni;Turceni;Turceni,Turcenii de Sus;P;PPLA2;RO;Romania;;19;82617;;;8458;;127;Europe/Bucharest;2012-06-12;Romania;44.68333, 23.36667
664729;Topoloveni;Topoloveni;Targu-Carcinov,Topoloveni,Târgu-Cârcinov,Тополовени;P;PPLA2;RO;Romania;;03;13757;;;11039;;243;Europe/Bucharest;2012-06-12;Romania;44.81667, 25.08333
664852;Toflea;Toflea;Toflea,Totlea;P;PPL;RO;Romania;;18;75766;;;3667;;168;Europe/Bucharest;2013-04-21;Romania;46.06372, 27.33411
665318;Teiuş;Teius;Teius,Teiuş;P;PPLA2;RO;Romania;;01;8096;;;7112;;238;Europe/Bucharest;2012-06-12;Romania;46.2, 23.68333
665560;Tămășeu;Tamaseu;Paptamasi,Paptamási,Tamasau,Tamaseu,Tamasi,Tamasău,Tamási,Tămăşeu;P;PPLA2;RO;Romania;;05;32153;;;991;;105;Europe/Bucharest;2013-04-21;Romania;47.22116, 21.9276
665572;Tămașda;Tamasda;;P;PPL;RO;Romania;;05;27285;;;1159;;91;Europe/Bucharest;2013-04-21;Romania;46.64453, 21.55685
665681;Susenii Bârgăului;Susenii Bargaului;Susenii Bargaului,Susenii Birgaului,Susenii Bârgâului,Susenii Bîrgăului;P;PPL;RO;Romania;;06;34235;;;1496;;484;Europe/Bucharest;2013-04-21;Romania;47.22311, 24.7073
665903;Studinița;Studinita;;P;PPL;RO;Romania;;29;129184;;;1391;;78;Europe/Bucharest;2013-04-21;Romania;43.97691, 24.42668
665982;Stremţ;Stremt;Stremt,Stremţ;P;PPLA2;RO;Romania;;01;7767;;;2761;;337;Europe/Bucharest;2012-06-12;Romania;46.21667, 23.63333
666039;Stolniceni;Stolniceni;;P;PPL;RO;Romania;;39;167473;;;1892;;217;Europe/Bucharest;2013-04-21;Romania;45.03948, 24.3064
666238;Ştefăneşti;Stefanesti;Scoala,Stefanesti,Stefanestii,Şcoala,Ştefanestii,Ştefăneşti;P;PPLA2;RO;Romania;;39;173748;;;3663;;159;Europe/Bucharest;2012-06-12;Romania;44.61667, 24.25
666557;Sohodol;Sohodol;Sohodol;P;PPLA2;RO;Romania;;01;7446;;;2038;;555;Europe/Bucharest;2012-06-12;Romania;46.35581, 23.02923
666770;Slănic-Moldova;Slanic-Moldova;Baile Slanic,Băile Slănic,Slanic-Bai,Slanic-Moldova,Slănic-Băi,Slănic-Moldova,Szlanikfuerdo,Szlanikfürdő;P;PPLA2;RO;Romania;;04;20910;;;4955;;422;Europe/Bucharest;2014-01-19;Romania;46.22308, 26.47413
666846;Sârbi;Sarbi;Sarbi,Sirbi,Sârbi,Sîrbi;P;PPLA2;RO;Romania;;05;31128;;;1240;;134;Europe/Bucharest;2013-04-21;Romania;47.19315, 22.12215
666981;Sânmihaiu Român;Sanmihaiu Roman;Deutsch-Sankt-Michael,Nemetszentmihaly,Németszentmihály,Rautendorf,Sanmihaiu Roman,Sinmihaiu Roman,Sinmihaiu Romin,Sânmihaiu Român,Sînmihaiu Român,Sînmihaiu Romîn;P;PPLA2;RO;Romania;;36;158699;;;4343;;81;Europe/Bucharest;2012-06-12;Romania;45.70444, 21.08889
667065;Sâncrai;Sancrai;Sincrai,Szekelyszentkiraly,Székelyszentkirály,Sîncrai;P;PPL;RO;Romania;;20;84264;;;1105;;587;Europe/Bucharest;2015-12-04;Romania;46.36667, 25.31667
667089;Sânandrei;Sanandrei;Sanandrei,Sankt Andreas,Sinandrei,Szentandras,Szentandrás,Sânandrei,Sînandrei,Temesszentandras,Temesszentandrás;P;PPLA2;RO;Romania;;36;158653;;;5302;;90;Europe/Bucharest;2012-06-12;Romania;45.85306, 21.16806
667121;Simeria;Simeria;Opstina Simeria,Opština Simeria,Piski,Simerija,symrya,xi mei li ya,Симерия,Симерија,Сімерія,سیمریا,錫梅里亞;P;PPLA2;RO;Romania;;21;87665;;;13827;;200;Europe/Bucharest;2012-06-12;Romania;45.85, 23.01667
667395;Şendriceni;Sendriceni;Ghilia,Sendriceni,Şendriceni;P;PPLA2;RO;Romania;;07;39122;;;4200;;199;Europe/Bucharest;2019-05-13;Romania;47.95171, 26.32817
667402;Şendreni;Sendreni;Sendreni,Şendreni;P;PPLA2;RO;Romania;;18;75114;;;3126;;19;Europe/Bucharest;2024-01-31;Romania;45.412, 27.92667
667532;Seaca de Câmp;Seaca de Camp;Seaca,Seaca de Camp,Seaca de Cimp,Seaca de Câmp,Seaca de Cîmp;P;PPLA2;RO;Romania;;17;74108;;;2238;;41;Europe/Bucharest;2012-06-12;Romania;43.93333, 23.21667
667707;Scheia;Scheia;;P;PPL;RO;Romania;;23;95612;;;1306;;203;Europe/Bucharest;2013-04-21;Romania;47.11725, 26.88153
668411;Ruscova;Ruscova;;P;PPLA2;RO;Romania;;25;108696;;;5183;;419;Europe/Bucharest;2013-04-21;Romania;47.79289, 24.28546
668467;Runcu;Runcu;Runcu,Runcur;P;PPLA2;RO;Romania;;19;81576;;;5760;;282;Europe/Bucharest;2012-06-12;Romania;45.11667, 23.13333
668618;Roşiori;Rosiori;;P;PPLA2;RO;Romania;;04;24999;;;2137;;232;Europe/Bucharest;2012-06-12;Romania;46.71667, 27.08333
668622;Roșiori;Rosiori;;P;PPL;RO;Romania;;26;113849;;;1217;;87;Europe/Bucharest;2013-04-21;Romania;44.25633, 22.92838
668628;Roşiile;Rosiile;Rosiile,Roşiile;P;PPLA2;RO;Romania;;39;172698;;;2985;;317;Europe/Bucharest;2012-06-12;Romania;44.86667, 23.93333
668724;Români;Romani;Babeni-Bistrita,Băbeni-Bistriţa,Romani,Romini,Români,Romîni;P;PPL;RO;Romania;;39;168372;;;1280;;245;Europe/Bucharest;2013-04-21;Romania;44.9731, 24.20513
668979;Remetea Mare;Remetea Mare;Remete,Remetea Mare,Remetea Timisana,Remetea Timişană,Temesremete;P;PPLA2;RO;Romania;;36;158396;;;3473;;96;Europe/Bucharest;2012-06-12;Romania;45.77944, 21.37611
669133;Răstoliţa;Rastolita;Ratosnya;P;PPLA2;RO;Romania;;27;118931;;;2193;;522;Europe/Bucharest;2012-06-12;Romania;46.97258, 24.99287
669258;Radna;Radna;Radna,Rodna;P;PPLX;RO;Romania;;02;9574;;;2435;;126;Europe/Bucharest;2013-04-21;Romania;46.09444, 21.68732
669292;Rădăşeni;Radaseni;Iazu,Radaseni,Rădăşeni,Valea Visinului,Valea Vişinului;P;PPLA2;RO;Romania;;34;150070;;;4404;;336;Europe/Bucharest;2012-06-12;Romania;47.46667, 26.25
669326;Racovița;Racovita;;P;PPL;RO;Romania;;03;13301;;;1596;;327;Europe/Bucharest;2013-04-21;Romania;44.97081, 24.97582
669649;Pricaz;Pricaz;;P;PPL;RO;Romania;;21;91688;;;1141;;207;Europe/Bucharest;2013-04-21;Romania;45.85929, 23.17266
669704;Predeal;Predeal;Predeal,Predeál,Predjal,prda,pu lei dai ya er,Предеал,Предял,פרדיאל,پردا,普雷代亞爾;P;PPLA2;RO;Romania;;09;40303;;;5615;;1110;Europe/Bucharest;2017-01-28;Romania;45.5, 25.56667
669766;Potelu;Potelu;Potelu,Potelul;P;PPL;RO;Romania;;29;127251;;;1563;;61;Europe/Bucharest;2013-04-21;Romania;43.76577, 24.20535
670401;Ploscoș;Ploscos;Palackos,Ploszkos;P;PPLA2;RO;Romania;;13;58990;;;337;;350;Europe/Bucharest;2015-11-23;Romania;46.64303, 23.84663
670772;Pâraie;Paraie;Parae,Paraeie,Paraie,Piraie,Pârae,Pâraeie,Pâraie,Pîraie;P;PPL;RO;Romania;;34;149316;;;1749;;438;Europe/Bucharest;2013-04-21;Romania;47.46299, 26.06608
670812;Pietrosu;Pietrosu;;P;PPL;RO;Romania;;11;46484;;;1345;;82;Europe/Bucharest;2013-04-21;Romania;45.05928, 26.75827
670969;Petrila;Petrila;Petrila;P;PPLA2;RO;Romania;;21;87077;;;25234;;676;Europe/Bucharest;2012-06-12;Romania;45.45, 23.41667
671067;Peştera;Pestera;Pestera,Peştera;P;PPLA2;RO;Romania;;14;62707;;;3496;;75;Europe/Bucharest;2012-06-12;Romania;44.18333, 28.13333
671128;Perieţi;Perieti;;P;PPLA2;RO;Romania;;22;94161;;;3638;;27;Europe/Bucharest;2012-06-12;Romania;44.55, 27.21667
671138;Periam;Periam;Pergemes,Periam,Perjamos,Perjamosch,Perjámos;P;PPLA2;RO;Romania;;36;158109;;;6563;;88;Europe/Bucharest;2012-06-12;Romania;46.05, 20.86667
671243;Păuca;Pauca;Pauca,Păuca;P;PPLA2;RO;Romania;;33;145220;;;2191;;380;Europe/Bucharest;2012-06-12;Romania;46.01667, 23.9
671374;Panticeu;Panticeu;Panticeu,Panticeul,Pinticeu,Pînticeu,Pănticeul;P;PPLA2;RO;Romania;;13;58856;;;1985;;350;Europe/Bucharest;2012-06-12;Romania;47.03333, 23.56667
671790;Oporelu;Oporelu;Oporelu,Oporelul;P;PPLA2;RO;Romania;;29;127858;;;1265;;250;Europe/Bucharest;2012-06-12;Romania;44.6, 24.41667
671805;Oneaga;Oneaga;;P;PPL;RO;Romania;;07;36907;;;1791;;203;Europe/Bucharest;2013-04-21;Romania;47.57626, 26.73244
671811;Oncești;Oncesti;;P;PPLA2;RO;Romania;;25;179864;;;1644;;290;Europe/Bucharest;2013-04-21;Romania;47.84814, 23.98183
671975;Odobeşti;Odobesti;;P;PPLA2;RO;Romania;;16;68342;;;5211;;146;Europe/Bucharest;2012-06-12;Romania;44.61667, 25.56667
672035;Ocina de Sus;Ocina de Sus;;P;PPL;RO;Romania;;30;131899;;;1268;;660;Europe/Bucharest;2013-04-21;Romania;45.2006, 25.59882
672060;Oboga;Oboga;Oboga,Oboga de Mijloc;P;PPLA2;RO;Romania;;29;127812;;;3620;;140;Europe/Bucharest;2012-06-12;Romania;44.41667, 24.1
672187;Nistru;Nistru;Miszbanya,Nistru,Nistrul;P;PPL;RO;Romania;;25;106461;;;1146;;376;Europe/Bucharest;2013-04-21;Romania;47.72088, 23.45495
672290;Neudorf;Neudorf;Neudorf,Szatulnou,Temesujfalu,Temesújfalu,Ujfalu;P;PPL;RO;Romania;;02;12778;;;1020;;127;Europe/Bucharest;2013-04-21;Romania;46.0696, 21.61899
672359;Negrilești;Negrilesti;Negrilesti,Negrilestii,Negrileşti,Negrileştii;P;PPLA2;RO;Romania;;40;178885;;;2166;;491;Europe/Bucharest;2013-04-21;Romania;45.93697, 26.70635
672842;Morteni;Morteni;Morteni;P;PPLA2;RO;Romania;;16;68253;;;3088;;196;Europe/Bucharest;2012-06-12;Romania;44.66667, 25.23333
672876;Morăreşti;Moraresti;;P;PPLA2;RO;Romania;;03;17423;;;2201;;546;Europe/Bucharest;2012-06-12;Romania;45.01667, 24.56667
673054;Mitoc;Mitoc;;P;PPLA2;RO;Romania;;07;38376;;;2023;;90;Europe/Bucharest;2012-06-12;Romania;48.1, 27.03333
673393;Mihăileni;Mihaileni;Csikszentmihaly,Csikszentmihály,Mihaileni,Mihăileni;P;PPLA2;RO;Romania;;20;85074;;;2605;;733;Europe/Bucharest;2012-06-12;Romania;46.46667, 25.81667
673401;Mihai Bravu;Mihai Bravu;;P;PPL;RO;Romania;;05;32187;;;1160;;104;Europe/Bucharest;2013-04-21;Romania;47.2578, 21.93811
673453;Micula;Micula;Micula,Micula Colonia;P;PPLA2;RO;Romania;;32;138164;;;3707;;125;Europe/Bucharest;2012-06-12;Romania;47.9, 22.95
674057;Mailat;Mailat;Mailat,Majlat,Majlatfalva,Majlathfalva,Majlát,Majlátfalva,Majláthfalva;P;PPL;RO;Romania;;02;12643;;;1133;;118;Europe/Bucharest;2013-04-21;Romania;46.04189, 21.10702
674215;Mădăraș;Madaras;Madaras,Madarasul,Madarasul-de Camp,Mezomadaras,Mezömadaras,Mădăraş,Mădăraşul,Mădăraşul-de Câmp;P;PPLA2;RO;Romania;;27;120502;;;1282;;331;Europe/Bucharest;2013-04-21;Romania;46.60488, 24.43446
674517;Lumina;Lumina;Cogea Ali,Cogealia,Kogea Ali,Lumina,Valea Neagra,Valea Neagră;P;PPLA2;RO;Romania;;14;63152;;;7168;;11;Europe/Bucharest;2012-06-12;Romania;44.28333, 28.56667
674557;Luciu;Luciu;Luciu,Luciul;P;PPL;RO;Romania;;22;180046;;;1490;;10;Europe/Bucharest;2013-04-21;Romania;44.74722, 27.7276
675097;Lacu Sărat;Lacu Sarat;Lacu Sarat,Lacu Sarat-Baile,Lacu Sărat,Lacu Sărat-Băile,Lacul-Sarat,Lacul-Sărat;P;PPL;RO;Romania;;08;42708;;;1218;;6;Europe/Bucharest;2013-04-21;Romania;45.21867, 27.88764
675212;Jirov;Jirov;Jirovu,Jirovul;P;PPL;RO;Romania;;26;111275;;;1378;;171;Europe/Bucharest;2013-04-21;Romania;44.67098, 23.08693
675387;Izvoarele;Izvoarele;Isvoarele,Izvoarele;P;PPL;RO;Romania;;26;112030;;;1231;;72;Europe/Bucharest;2013-04-21;Romania;44.30958, 22.66348
675389;Izvoarele;Izvoarele;Isvoarele,Izvoarele;P;PPLA2;RO;Romania;;29;127386;;;3792;;139;Europe/Bucharest;2012-06-12;Romania;44.26667, 24.51667
675533;I. L. Caragiale;I. L. Caragiale;Haimanale,I.L. Caragiale,Ion Luca Caragiale;P;PPL;RO;Romania;;16;67737;;;3600;;221;Europe/Bucharest;2015-11-25;Romania;44.90963, 25.70251
675758;Icoana;Icoana;;P;PPL;RO;Romania;;42;105623;;;1032;;111;Europe/Bucharest;2013-04-21;Romania;44.49309, 25.74623
676037;Hopârta;Hoparta;Hoparta,Hopirta,Hopârţa,Hopîrta;P;PPLA2;RO;Romania;;01;4703;;;407;;321;Europe/Bucharest;2013-04-21;Romania;46.32134, 23.87244
676081;Holbav;Holbav;;P;PPLA2;RO;Romania;;09;42472;;;1506;;717;Europe/Bucharest;2013-04-21;Romania;45.65922, 25.38744
676251;Hemeiuș;Hemeius;Hemeius,Hemeiusi,Hemeiuş,Hemeiuşi;P;PPLA2;RO;Romania;;04;20313;;;1315;;175;Europe/Bucharest;2013-04-21;Romania;46.62643, 26.8544
676358;Hălmăgel;Halmagel;Halmagel,Halmagy,Halmágy,Hălmăgel,Kishalmagy,Kishalmágy;P;PPLA2;RO;Romania;;02;11174;;;1629;;271;Europe/Bucharest;2012-06-12;Romania;46.26667, 22.61667
676557;Gura Caliţei;Gura Calitei;Gura Calitei,Gura Caliţei;P;PPLA2;RO;Romania;;40;176338;;;3111;;166;Europe/Bucharest;2012-06-12;Romania;45.58333, 27.01667
676878;Goruna;Goruna;;P;PPL;RO;Romania;;30;132716;;;1172;;283;Europe/Bucharest;2013-04-21;Romania;45.08696, 25.94202
677037;Glodenii Gândului;Glodenii Gandului;Garbesti-Tibanesti,Girbesti-Tibanesti,Glodenii Gindului,Glodenii Gîndului,Gârbeşti-Ţibăneşti,Gîrbeşti-Ţibăneşti;P;PPL;RO;Romania;;23;99780;;;2117;;218;Europe/Bucharest;2013-04-21;Romania;46.95158, 27.29938
677199;Gârdani;Gardani;Gardani,Girdani,Gîrdani,Gărdani;P;PPLA2;RO;Romania;;25;179855;;;1671;;159;Europe/Bucharest;2013-04-21;Romania;47.55135, 23.3088
677355;Ghindeni;Ghindeni;Ghindeni;P;PPLA2;RO;Romania;;17;74915;;;1929;;158;Europe/Bucharest;2013-04-21;Romania;44.21223, 23.92336
677459;Gheorghieni;Gheorghieni;Gheorgheni,Gheorghieni,Giurfalau,Giurfalău,Gyoergyfalva,Györgyfalva;P;PPL;RO;Romania;;13;57582;;;1226;;556;Europe/Bucharest;2019-09-12;Romania;46.71393, 23.68853
677489;Gheboaia;Gheboaia;;P;PPL;RO;Romania;;16;67470;;;2336;;167;Europe/Bucharest;2013-04-21;Romania;44.80203, 25.74875
677812;Fundeni;Fundeni;Fundeni,Fundenii;P;PPLA2;RO;Romania;;41;103014;;;5443;;54;Europe/Bucharest;2012-06-12;Romania;44.38333, 26.35
677872;Frumuşica;Frumusica;Frumusica,Frumusica-Targ,Frumuşica,Frumuşica-Târg,Targ Frumusica,Târg Frumuşica;P;PPLA2;RO;Romania;;07;37324;;;6069;;139;Europe/Bucharest;2012-06-12;Romania;47.53333, 26.9
677926;Frata;Frata;Frata;P;PPLA2;RO;Romania;;13;57742;;;4323;;403;Europe/Bucharest;2012-06-12;Romania;46.7, 24.05
678005;Foieni;Foieni;Fienen,Mezofeny,Mezőfény;P;PPL;RO;Romania;;32;137728;;;1836;;125;Europe/Bucharest;2021-12-18;Romania;47.7, 22.38333
678261;Filiaşi;Filiasi;Filias,Filiasi,Filiaş,Filiaşi;P;PPLA2;RO;Romania;;17;70414;;;18995;;106;Europe/Bucharest;2020-02-12;Romania;44.55, 23.51667
678605;Durneşti;Durnesti;;P;PPLA2;RO;Romania;;07;37217;;;4144;;183;Europe/Bucharest;2012-06-12;Romania;47.76667, 27.1
678656;Dumitrești;Dumitresti;;P;PPL;RO;Romania;;29;129816;;;1038;;153;Europe/Bucharest;2013-04-21;Romania;44.6837, 24.31628
678987;Drăgăneşti-Olt;Draganesti-Olt;Draganesti-Olt,Drăgăneşti-Olt;P;PPLA2;RO;Romania;;29;125622;;;12056;;82;Europe/Bucharest;2012-06-12;Romania;44.16667, 24.53333
679248;Dobreşti;Dobresti;Dobresti,Dobresti in Bihor,Dobreşti,Dobreşti in Bihor;P;PPLA2;RO;Romania;;05;29154;;;5573;;273;Europe/Bucharest;2012-06-12;Romania;46.85, 22.3
679324;Dârlos;Darlos;Darlos,Dirlos,Dârlos,Dîrlos;P;PPLA2;RO;Romania;;33;144553;;;3212;;294;Europe/Bucharest;2012-06-12;Romania;46.18333, 24.4
679448;Deveselu;Deveselu;Deveselu,Deveselul;P;PPLA2;RO;Romania;;29;126647;;;3302;;93;Europe/Bucharest;2012-06-12;Romania;44.06667, 24.38333
679486;Beznea;Beznea;Beznea,Delureni;P;PPL;RO;Romania;;05;27686;;;1600;;366;Europe/Bucharest;2013-04-21;Romania;46.95967, 22.61954
679959;Cungrea;Cungrea;Cungrea;P;PPLA2;RO;Romania;;29;126503;;;2542;;211;Europe/Bucharest;2012-06-12;Romania;44.66667, 24.38333
680316;Crasna;Crasna;Crasna;P;PPLA2;RO;Romania;;31;140627;;;6233;;302;Europe/Bucharest;2012-06-12;Romania;47.16667, 22.9
680340;Crăieşti;Craiesti;Craesti,Craiesti,Crăeşti,Crăieşti;P;PPL;RO;Romania;;27;115076;;;1011;;318;Europe/Bucharest;2016-02-07;Romania;46.3, 24.18333
680379;Cracăul Negru;Cracaul Negru;Cracau Negru,Cracaul Negru,Cracăul Negru,Crăcău Negru;P;PPL;RO;Romania;;28;122187;;;1246;;583;Europe/Bucharest;2013-04-21;Romania;47.09363, 26.24061
680404;Cozieni;Cozieni;Cozieni,Trestia;P;PPLA2;RO;Romania;;11;46554;;;2425;;267;Europe/Bucharest;2012-06-12;Romania;45.33333, 26.48333
680517;Cotenești;Cotenesti;;P;PPL;RO;Romania;;03;18858;;;1103;;559;Europe/Bucharest;2013-04-21;Romania;45.23462, 25.18617
680546;Costineşti;Costinesti;Costinesti,Costineşti;P;PPLA2;RO;Romania;;14;63286;;;2500;;7;Europe/Bucharest;2012-06-12;Romania;43.95, 28.63333
680571;Costeşti;Costesti;Costesti,Costeşti;P;PPLA2;RO;Romania;;38;163137;;;3192;;184;Europe/Bucharest;2012-06-12;Romania;46.5, 27.75
680874;Corbiţa;Corbita;Corbita,Corbiţa;P;PPLA2;RO;Romania;;40;175787;;;2091;;136;Europe/Bucharest;2012-06-12;Romania;46.15, 27.3
680907;Copalnic Mănăştur;Copalnic Manastur;Copalnic Manastur,Copalnic Monastur,Copalnic Mănăştur;P;PPLA2;RO;Romania;;25;107733;;;5747;;321;Europe/Bucharest;2012-06-12;Romania;47.5, 23.68333
680932;Copăcelu;Copacelu;Copacel,Copacelu,Copăcel,Copăcelu;P;PPL;RO;Romania;;39;167473;;;1677;;237;Europe/Bucharest;2013-04-21;Romania;45.06762, 24.31161
681036;Comana;Comana;Comana;P;PPLA2;RO;Romania;;42;102106;;;7717;;52;Europe/Bucharest;2012-06-12;Romania;44.17056, 26.145
681160;Cogealac;Cogealac;Cogealac,Domnesti,Domneşti,Kogealak;P;PPLA2;RO;Romania;;14;61372;;;7046;;94;Europe/Bucharest;2012-06-12;Romania;44.55, 28.56667
681183;Codăeşti;Codaesti;Codaesti,Codăeşti;P;PPLA2;RO;Romania;;38;163002;;;4785;;203;Europe/Bucharest;2012-06-12;Romania;46.86667, 27.75
681206;Cocora;Cocora;Cocora;P;PPLA2;RO;Romania;;22;93209;;;3726;;49;Europe/Bucharest;2012-06-12;Romania;44.73333, 27.05
681597;Cireşu;Ciresu;Ciresiju,Ciresu,Ciresul,Cireşu,Cireşul;P;PPLA2;RO;Romania;;26;111220;;;813;;433;Europe/Bucharest;2012-06-12;Romania;44.82333, 22.53806
681775;Ciobanu;Ciobanu;Ciobanu,Ciobanul;P;PPLA2;RO;Romania;;14;61256;;;3477;;30;Europe/Bucharest;2012-06-12;Romania;44.71759, 27.98698
681833;Câmpurile de Jos;Campurile de Jos;Campuri-de-Jos,Campurile,Campurile de Jos,Cimpuri de Jos,Cimpurile de Jos,Câmpuri-de-Jos,Câmpurile,Câmpurile de Jos,Cîmpuri de Jos,Cîmpurile de Jos;P;PPLX;RO;Romania;;40;175670;;;4007;;364;Europe/Bucharest;2020-03-08;Romania;46.01667, 26.78333
681861;Câmpineanca;Campineanca;Cimpineanca,Cîmpineanca,Floresti,Floresti-Slobozia,Floreşti,Floreşti-Slobozia;P;PPLA2;RO;Romania;;40;174780;;;2155;;82;Europe/Bucharest;2013-04-21;Romania;45.71166, 27.12832
682011;Chisindia;Chisindia;Biszindia,Chisindia,Keszend,Kiszindia,Koszend,Kőszend;P;PPLA2;RO;Romania;;02;10417;;;1550;;186;Europe/Bucharest;2012-06-12;Romania;46.28333, 22.1
682366;Ceardac;Ceardac;Ceardac,Cerdac,Ceurdacu;P;PPL;RO;Romania;;40;174824;;;1288;;54;Europe/Bucharest;2013-04-21;Romania;45.66967, 27.16611
682369;Cerchezu;Cerchezu;Cerchezchioi,Cerchezu,Cerchezul;P;PPLA2;RO;Romania;;14;61167;;;1548;;132;Europe/Bucharest;2012-06-12;Romania;43.81667, 28.1
682445;Cehei;Cehei;Cehaiu,Ceheiu,Ceheiul;P;PPL;RO;Romania;;31;139884;;;1038;;209;Europe/Bucharest;2013-04-21;Romania;47.25632, 22.77507
682679;C.A. Rosetti;C.A. Rosetti;C.A. Rosetti,Satanof,Satul Nou,Statul Nou;P;PPLA2;RO;Romania;;37;159883;;;1157;;3;Europe/Bucharest;2012-06-12;Romania;45.3, 29.56667
682783;Căprioru;Caprioru;Caprioru,Capriorul,Căprioru,Căpriorul;P;PPL;RO;Romania;;16;68921;;;1633;;341;Europe/Bucharest;2013-04-21;Romania;44.98236, 25.28116
682881;Călui;Calui;Caluiu,Caluiul,Căluiu,Căluiul;P;PPLA2;RO;Romania;;29;130295;;;1111;;158;Europe/Bucharest;2013-04-21;Romania;44.45297, 24.0636
682951;Călinești;Calinesti;Arinii,Calinesti,Calinesti-Cuparencu,Calinestii-Cuparencu,Cuparencu,Călineşti,Călineşti-Cuparencu,Călineştii-Cuparencu;P;PPL;RO;Romania;;34;151460;;;1234;;369;Europe/Bucharest;2013-04-21;Romania;47.80329, 26.15345
682995;Căldărăști;Caldarasti;Caldarasti,Caldaresti,Căldăreşti,Căldărăşti;P;PPL;RO;Romania;;11;48744;;;2051;;62;Europe/Bucharest;2013-04-21;Romania;44.89375, 27.034
